id,What is your gender?,How old are you?,How would you describe your VISUAL imagery vividness on a scale from 0-10?,How long did you view the Ganzflicker?,Did you view the Ganzflicker with the lights in the room turned off?,Did you view the Ganzflicker on a computer or mobile phone?,How did you find the experience emotionally?,"Did you see anything in the Ganzflicker? If not, confirm by answering ""no"" and then skip to the next section.",Please describe as much as you can remember about what you saw in the Ganzflicker:,About how long did it take before images started to emerge?,About how frequently did you experience images?,"If you saw images, how intense were they?","If you saw images, how long did a single image last?",How did your normal state of consciousness change during the experience?,"If you felt a change in your state of consciousness, please describe how you felt in more detail:","If you saw images, where did they tend to appear on the screen?",screen_the_of_to,red_colors_blue_black,shapes_geometric_patterns_and,flashing_light_flashes_of,it_was_felt_me,lines_patterns_and_vertical,my_eyes_closed_vision,face_faces_saw_and,spinning_spirals_rotating_clockwise,stars_galaxies_galaxy_star,tunnel_through_going_train,dots_spots_some_dark,minutes_for_this_seconds,fractals_fractal_kaleidoscope_patterns,images_were_these_no,noise_white_the_music,forest_trees_tree_the,water_clouds_ocean_surface,space_through_flying_like,spider_web_spiderwebs_webs,eye_an_one_eyes,city_buildings_building_cityscape,nothing_much_not_else,hallway_door_corridor_room,fire_fireworks_flames_explosions,flowers_flower_blooming_lotus,butterfly_wings_butterflies_shadows,trippy_good_hhh_lol,vividness_bin
1312,Prefer not to say,99,3,10min.,No,Mobile phone,"Somewhat unpleasant, but didn't mind going on",No,Gray microstatic,,,,,"No change, fully alert in the here and now",My eyes started to water about 2:30,,0.057557553,0.035671312,0.095779037,0.103211771,0.023046127,0.065975679,0.058188803,0.027489021,0.05361433,0.025754744,0.022694759,0.058937687,0.023698687,1.40E-23,0.029925283,0.021709225,0.024994917,0.027377385,0.024849282,1.43E-25,0.029579733,0.025771748,0.022318532,0.02418865,0.032969838,8.14E-22,0.029072943,0.020428763,0-3
1319,Male,78,3,Didn't time it,No,Mobile phone,No feeling about it one way or the other,Colors other than red and black,Green color shapes,A few seconds,Constantly,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,0.034611496,0.019523937,0.07862019,0.042104601,0.014104239,0.046676665,0.033730158,0.017444245,0.037809195,0.017818271,0.014808842,0.037072756,0.014550712,9.89E-266,0.018600265,0.013303087,0.016103177,0.017739661,0.016227902,1.14E-267,0.017840279,0.016909567,0.013899251,0.015527415,0.021799173,4.20E-264,0.019912137,0.012834761,0-3
1333,Male,50,3,10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on",Colors other than red and black,Green tinge,5-7 minutes,Frequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,0.016294973,0.437937147,0.023083465,0.026888614,0.006558769,0.016875627,0.015263152,0.007162955,0.013860874,0.006945321,0.006273584,0.013001347,0.006604925,0.007619987,0.007603972,0.006351279,0.007018734,0.007477886,0.006755071,0.002634408,0.007559013,0.006950143,0.006342751,0.006564802,0.00857419,0.005108209,0.007475182,0.005953722,0-3
1369,Male,37,3,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Grids, Lines, Rows, Triangles",1-2 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,"Got pretty sleepy towards the end, might've been the white noise",In the center,0,0,0.999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-3
1387,Female,32,3,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","He visto formas como si fuesen panales de abejas o bien células de plantas, he visto círculos y formas de montañas , también he visto espirales girando en el centro y ondas",A few seconds,Frequently,"Clear, but not vivid","1-2 seconds, Persisting several seconds",Became relaxed or sleepy,,In the periphery,0.006137122,0.005173263,0.010081639,0.007809931,0.002889737,0.006155564,0.005724524,0.004607912,0.005673768,0.002872983,0.00290995,0.002826875,0.002831657,0.006147975,0.003894887,0.002492444,0.003383253,0.003239385,0.00300506,0.002799309,0.003456611,0.00399043,0.002980454,0.003179907,0.003023054,0.003793244,0.003884342,0.002742047,0-3
1390,Male,30,3,10min.,No,Computer,No feeling about it one way or the other,Colors other than red and black,"heard a lot of classical music from the white noise. the visual imagery felt constantly on the verge of changing colour (to green), but I could not convince my mind that it happened. I thought I saw some shapes, but again, my mind refuses to agree.",1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.029798087,0.175436433,0.561792497,0.048616972,0.0116998,0.182420529,0.027936977,0.01275462,0.024032957,0.012087796,0.010966728,0.02280296,0.011746068,0.013224802,0.013787177,0.999999999,0.012345778,0.013236815,0.011886164,0.004479729,0.013709624,0.012252619,0.011190015,0.011569032,0.01524296,0.0090256,0.013019416,0.010407112,0-3
1392,Male,22,3,Less than 10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Heart shapes, butterflies, spirals ",A few seconds,Frequently,"Clear, but not vivid",Brief moment or flash,As if in a dreamlike state,Lapsing in and out of focus ,All over the screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999997,0,0-3
1399,Male,64,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","hexagonal grid, intermittent blue field",A few seconds,Frequently,,,"No change, fully alert in the here and now",,,6.31E-261,3.11E-270,0.657667645,7.57E-261,2.45E-261,0.135809446,5.81E-261,3.02E-261,7.93E-261,3.44E-261,2.74E-261,5.75E-270,2.53E-261,1.31E-273,3.12E-261,2.32E-261,2.78E-261,3.08E-261,2.97E-261,1.21E-274,3.01E-261,2.96E-261,2.39E-261,2.80E-261,3.70E-261,2.71E-273,3.44E-261,2.21E-261,0-3
1416,Female,43,3,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","hole with cross rays in the middle of watching, at the end warp like opening with black center and colored (blue green yellow red) surrounding geometrical shapes, like entering into ""warp speed"" geometrical tunnel",5-7 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,"Became relaxed or sleepy, Felt transported to another place","I started to feel my eyes as heavy and dry, my focus going into ""distance"", i thought i will go asleep and felt like i'm transcending into dreamlike state",In the periphery,0.018418135,0.011108067,0.027220173,0.023527742,0.008930771,0.015619613,0.018479056,0.009849208,0.022427586,0.017675838,0.263644957,0.006626589,0.008553194,0.009744781,0.009661563,0.00860905,0.015381263,0.016564536,0.036004382,0.003596378,0.009351514,0.01729965,0.008095295,0.032535245,0.010244471,0.005762272,0.009807058,0.007488416,0-3
1428,Male,26,3,10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Hooded figure, pair of eyes, web",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,As if in a dreamlike state,Felt tingly in my head and shoulders,All over the screen,0.037657448,0,0,0.029885348,0.018049501,0,0.04181449,0.041704765,0,0,0,0,0.017443123,0,0,0.014754996,0,0,0,0,0.040083624,0,0.016892411,0,0,0,0.02015096,0.014718767,0-3
1431,Female,35,3,Less than 10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Complex objects (e.g., animals, faces, buildings)","Horse running on the beach but choppy and not in color, was black and white",A few seconds,1 or 2 times in the whole experience,"Clear, but not vivid",Brief moment or flash,"No change, fully alert in the here and now",,"In the center, All over the screen",1.49E-14,4.85E-25,2.79E-20,1.25E-14,7.29E-15,8.87E-21,1.50E-14,0.398424741,2.24E-19,1.21E-19,1.25E-19,5.41E-25,6.84E-15,2.27E-27,1.87E-16,6.21E-15,1.59E-19,1.52E-19,1.35E-19,2.65E-28,9.79E-15,1.89E-19,6.90E-15,1.43E-19,1.29E-19,5.49E-27,0.27547918,6.21E-15,0-3
1434,Male,18,3,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)",house people movie stairs purple black gray,5-7 minutes,Frequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,now i have a headache,All over the screen,0.015096958,0.453987592,0.022912171,0.025034243,0.00627008,0.016719725,0.01446699,0.006986841,0.013447618,0.006659409,0.006033753,0.012776215,0.006366857,0.007406135,0.007393629,0.006021908,0.006747495,0.007147401,0.006468863,0.002573196,0.007298957,0.00673732,0.006153982,0.006324036,0.008154859,0.00500156,0.007330906,0.005781117,0-3
1439,Male,55,3,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","human forms, mushroom cloud",A few seconds,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid",Persisting several seconds,"Became relaxed or sleepy, As if in a dreamlike state",felt similar to deep meditation. slight dissociation,"In the center, In the periphery",6.26E-08,8.26E-13,1.20E-08,6.96E-08,2.98E-08,3.71E-09,6.91E-08,3.73E-08,2.85E-06,0.066048968,0.052325834,9.38E-13,2.79E-08,5.88E-15,3.62E-08,2.83E-08,0.07156286,0.137472917,0.065555055,6.88E-16,3.63E-08,0.064188924,2.65E-08,0.055838367,1.38E-07,1.46E-14,3.96E-08,2.43E-08,0-3
1441,Male,,3,Didn't time it,No,Mobile phone,No feeling about it one way or the other,"Complex objects (e.g., animals, faces, buildings)",I ,1-2 minutes,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,"No change, fully alert in the here and now",,All over the screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999,0-3
1442,Male,55,3,10min.,Yes,Computer,No feeling about it one way or the other,Colors other than red and black,"I almost answered nothing, but I saw some faint lines of blues/yellows. A lot of faint black lines like the screen was dirty. Occasionally grayish blobs across the top",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,0.079634431,0.553627203,0.085915572,0.112041469,0.024272674,0.188476843,0.065266388,0.026680746,0.055882695,0.025903663,0.023833818,0.258797922,0.025145693,0.005338349,0.030705746,0.022995886,0.024057097,0.026206169,0.025774413,0.001899274,0.029566956,0.025005692,0.022705766,0.025524701,0.029150378,0.003726554,0.026025869,0.02064388,0-3
1475,Male,47,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","I did not really see any objects. Several times I saw what I thought was going to be a large tree or mushroom cloud, but the image never coalesced. I saw geometric patterns almost the whole time- circles, octagons, triangles, vertical stripes, and a fractured glass appearance. I felt a bit nauseated watching it. ",1-2 minutes,Frequently,"Clear, vivid, and/or bright",Brief moment or flash,"Became relaxed or sleepy, Lost a sense of time",I felt like I was a bit entranced. I was relatively unaware of my surroundings and was feeling a bit sleepy,All over the screen,0.999999997,3.82E-07,0.557365828,4.98E-06,0.949331831,0.186741423,4.90E-06,2.70E-06,7.14E-06,0.002182295,0.00017317,3.17E-07,1.99E-06,7.40E-08,2.62E-06,2.03E-06,0.186119376,0.346885337,0.000215624,1.56E-08,2.60E-06,0.165211013,1.90E-06,0.000187239,4.78E-06,1.01E-07,2.82E-06,1.74E-06,0-3
1490,Male,16,3,Less than 10min.,Yes,Computer,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","I faintly was looking down an elevator shaft, I went through a triangular gate, and always red slash marks. The red and black always melded together, but I always saw red slash marks peeking out from the background.
I did this earlier with my mum, and it was the same thing: slash marks, cuts, indents, whatever you wanna call them. At that time, I had also seen different DNA-strand type rectangular hallways.",1-2 minutes,Frequently,"Weak, faint, or insubstantial",1-2 seconds,Lost a sense of time,"When I did this with mum earlier, we did it for 10 minutes. It felt like 2.
Now, it was for 5 minutes. Felt like 1-2.
Otherwise, though, I was 100% alert and aware of what was going on.",In the center,0.023087593,0.869954152,0.050995035,0.039849781,0.010878438,0.035959,0.021989771,0.011732977,0.025490942,0.01757737,0.137392181,0.018459436,0.010103749,0.010237494,0.012333766,0.01023145,0.018300589,0.019285346,0.045439878,0.003741895,0.012003021,0.02149703,0.00955738,0.999999997,0.012630424,0.006407849,0.012938715,0.008726991,0-3
1500,Male,22,3,Less than 10min.,No,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Colors other than red and black, Eyes","I first saw a faint but clearly defined green circle that turned gold, and then seemed to more briefly into an eye. Afterwards parts of the screen where there were fingerprints started to morph into faint images of eyes for brief instants, with some new eyes appearing in continuation ",1-2 minutes,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next","Felt agitated, uneasy",,"In the center, In the periphery",0.051182221,0.041009031,0.059842677,0.070718147,0.018608751,0.040767592,0.057068669,0.021045586,0.039111422,0.018532992,0.017707811,0.034677496,0.018925992,0.020137993,0.024941137,0.01702769,0.017712248,0.019614281,0.019582766,2.60E-29,0.024395231,0.018843535,0.016679203,0.019767354,0.025892971,0.021745521,0.018739766,0.014766662,0-3
1504,Female,33,3,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",I first saw what looked like the simple outline of a sun with rays emanating out from it.  The second image looked like the faint outline of a Christmas tree. ,A few seconds,Frequently,"Clear, but not vivid","first image about 3.5 minute, second image about 3.5 minutes","As if in a dreamlike state, Felt irritated in a very deep way and wanted it to stop. ",,In the center,0.018986735,0.012582598,0.027821389,0.024711524,0.009621687,0.015808974,0.020355363,0.01254367,0.019285475,0.140915628,0.015685723,0.007205262,0.008705413,0.010231555,0.011352482,0.008959729,0.158628916,0.17289088,0.017567328,0.003823562,0.011288638,0.11530225,0.008565797,0.01769988,0.0133862,0.008388099,0.012372689,0.007850921,0-3
1560,Female,25,3,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, circular movement","I mostly saw the flickering red and black colors, but sometimes the colors appeared blue. I saw the illusion of the screen moving in a circular pattern for several seconds at a time. At one point, the screen appeared to enlarge and then become smaller. There were occasional faint vertical lines but no other images.",A few seconds,Frequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.999999998,0.032330821,0.057020189,0.059686462,0.013164928,0.154624913,0.037036279,0.014946113,0.033512591,0.014631531,0.012930315,0.034593048,0.013370923,0.008086087,0.016849321,0.0117297,0.013196302,0.014587487,0.014065233,0.002298605,0.016025882,0.014048722,0.012252492,0.013682854,0.016621107,0.006174092,0.015344742,0.01114274,0-3
1577,,14,3,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","I remember a spike coming at me, I remember that several times shapes would turn into buildings and I would fall down... I saw a lot.",A few seconds,"Frequently, Constantly",Clear and moderately vivid,"Constant, morphing from one image to the next",Lost a sense of time,I would vary from being relatively calm to fight-or-flight. I remember distinctly feeling like the screen was flickering faster and feeling slightly stressed.,"In the periphery, All over the screen",0.984431654,1.07E-54,2.71E-46,2.57E-21,1.57E-21,8.95E-47,3.19E-21,1.82E-21,0.085380112,0.050651218,0.066952222,8.11E-55,1.42E-21,2.55E-55,1.77E-21,1.42E-21,0.062081419,0.069636384,0.084765172,5.84E-56,1.70E-21,0.079709725,1.35E-21,0.093597817,1.18E-07,2.37E-55,1.61E-21,1.21E-21,0-3
1608,Male,36,3,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Something rotating","I saw a checkered pattern, a rotating object, sometimes the pattern would rotate, and at times I saw ""clear"" circles or droplets which looked to be about 1cm to 1in.",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now",I felt somewhat more curious as the 10 minutes progressed.,"Rotating object was in the periphery, patterns were in the center.",0.007458538,2.34E-05,0.00663625,0.007701791,0.002860234,0.002019021,0.006861735,0.003467695,0.44932939,0.016943494,0.012932555,3.17E-05,0.002978759,1.21E-06,0.00372444,0.002682472,0.012263437,0.014054893,0.014531971,1.70E-07,0.003532745,0.013527813,0.00275566,0.013190819,0.005183354,1.32E-06,0.003748751,0.002510932,0-3
